사업번호,사업명,문서_소관기관,소관기관_정규화,분야_정규화,부문_정규화,프로그램_정규화,회계기금_정규화,지원형태_정규화,예산2026_통합_백만원,예산2026_통합_억원,2026열1_라벨,2026열2_라벨,2026열1_백만원,2026열2_백만원,내역사업_건수,사업시행방법,사업시행주체
113,데이터센터 네트워크 인프라 기술 선도사업(R&D),과학기술정보통신부,과학기술정보통신부,통신,정보통신,정보통신융합산업,일반회계,출연,7000.0,70.0,요구안,본예산(B),7000.0,7000.0,1,출연,정보통신기획평가원
114,동남권원자력의학원 연구운영비 지원(R&D),과학기술정보통신부,과학기술정보통신부,과학기술,과학기술 연구지원,출연연구 기관지원,일반회계,출연,19921.0,199.21,요구안,본예산(B),19921.0,19921.0,1,출연,동남권원자력의학원
115,동대구벤처밸리 AI 테크포트,과학기술정보통신부,과학기술정보통신부,통신,정보통신,인공지능데이터진흥,지역균형발전 특별회계,출연,3000.0,30.0,요구안,본예산(B),3000.0,3000.0,1,출연,한국지능정보사회진흥원
116,디지털 AI세포 구축(R&D),과학기술정보통신부,과학기술정보통신부,과학기술,과학기술 연구개발,미래유망원천기술개발,일반회계,출연,3750.0,37.5,정부안,확정(B),3750.0,3750.0,1,출연,과학기술정보통신부(전문기관: 한국연구재단)
117,디지털 질서 기반 구축 및 글로벌 확산 지원,과학기술정보통신부,과학기술정보통신부,통신,정보통신,인터넷융합산업,일반회계,출연,27643.0,276.43,정부안,확정(B),26993.0,27643.0,3,출연 100%,"한국지능정보사회진흥원, 정보통신정책연구원, 정보통신산업진흥원, 한국전자통신연구원, 정보통신기획평가원, 소프트웨어정책연구원,"
118,디지털 혁신 기술 기반 K-CareNetwork,과학기술정보통신부,과학기술정보통신부,통신,정보통신,인공지능데이터진흥,일반회계,출연,5600.0,56.0,요구안,본예산(B),5600.0,5600.0,1,출연,정보통신산업진흥원
119,디지털미디어이노베이션 기술개발(R&D),과학기술정보통신부,과학기술정보통신부,문화 및 관광,문화예술,콘텐츠방송산업육성,일반회계,출연,7240.0,72.4,요구안,본예산(B),7240.0,7240.0,1,출연,정보통신기획평가원
120,디지털배움터(세종),과학기술정보통신부,과학기술정보통신부,일반·지방행정,정부자원관리,국가사회정보화,지역균형발전 특별회계,보조,816.0,8.16,요구안,본예산(B),816.0,816.0,1,자치단체 경상보조,세종특별자치시
121,디지털배움터(자율),과학기술정보통신부,과학기술정보통신부,일반·지방행정,정부자원관리,국가사회정보화,지역균형발전 특별회계,보조,38121.0,381.21,요구안,본예산(B),38121.0,38121.0,1,자치단체 경상보조,"15개 광역시·도(세종, 제주 제외)"
122,디지털배움터(제주),과학기술정보통신부,과학기술정보통신부,일반·지방행정,정부자원관리,국가사회정보화,지역균형발전 특별회계,보조,2169.0,21.69,요구안,본예산(B),2169.0,2169.0,1,자치단체 경상보조,제주특별자치도
123,디지털분야글로벌인재양성(R&D),과학기술정보통신부,과학기술정보통신부,통신,정보통신,정보통신융합산업,정보통신 진흥기금,출연,12000.0,120.0,요구안,본예산(B),12000.0,12000.0,1,출연,정보통신기획평가원
124,디지털선도기술핵심인재양성,과학기술정보통신부,과학기술정보통신부,통신,정보통신,정보통신융합산업,고등·평생교육 지원특별회계,출연,59529.0,595.29,요구안,본예산(B),58206.0,59529.0,1,출연,"(전문기관) 정보통신기획평가원, (주관연구개발기관) 대학(원) 등"
125,디지털역량강화교육,과학기술정보통신부,과학기술정보통신부,일반·지방행정,정부자원관리,국가사회정보화,지역균형발전 특별회계,"출연, 보조",14102.0,141.02,요구안,본예산(B),14102.0,14102.0,2,"출연, 자치단체 경상보조","(출연) 한국지능정보사회진흥원, 한국과학창의재단, (자치단체 경상보조) 광역지자체"
126,디지털전문·융합인재양성,과학기술정보통신부,과학기술정보통신부,통신,정보통신,SW산업진흥,정보통신 진흥기금,출연,91188.0,911.88,요구안,본예산(B),91188.0,91188.0,3,출연,정보통신기획평가원(IITP)·정보통신산업진흥원(NIPA)
127,디지털트윈 융합 의료혁신 선도사업,과학기술정보통신부,과학기술정보통신부,통신,정보통신,인터넷융합산업,지역균형발전 특별회계,출연,2400.0,24.0,요구안,본예산(B),2400.0,2400.0,1,출연,정보통신산업진흥원
128,디지털헬스케어기반 AI 융합혁신 센터 구축,과학기술정보통신부,과학기술정보통신부,통신,정보통신,SW산업진흥,지역균형발전 특별회계,출연,3500.0,35.0,요구안,본예산(B),3500.0,3500.0,1,출연,첨단의료건강산업특구 관할 지자체 및 지역SW산업진흥원
129,디지털혁신기술 국제공동연구(R&D),과학기술정보통신부,과학기술정보통신부,통신,정보통신,정보통신융합산업,일반회계,출연,9751.0,97.51,요구안,본예산(B),9751.0,9751.0,1,출연,정보통신기획평가원
130,미래디지털인재양성및저변확대,과학기술정보통신부,과학기술정보통신부,통신,정보통신,SW산업진흥,정보통신 진흥기금,출연,23924.0,239.24,요구안,본예산(B),21524.0,23924.0,1,출연,"한국과학창의재단, 정보통신기획평가원, 한국지능정보사회진흥원"
131,민관협력 기반 AI 휴머노이드 원천기술 고도화(R&D),과학기술정보통신부,과학기술정보통신부,과학기술,과학기술 연구개발,미래유망원천기술개발,일반회계,출연,6400.0,64.0,요구안,본예산(B),6400.0,6400.0,1,출연,한국연구재단
132,바이오·의료기술개발,과학기술정보통신부,과학기술정보통신부,과학기술,과학기술 연구개발,미래유망원천기술개발,일반회계,출연,442976.0,4429.76,요구안,본예산(B),434276.0,442976.0,1,전액 국고 출연,"한국연구재단, 한국보건산업진흥원"
133,반도체원천기술개발사업 (R&D),과학기술정보통신부,과학기술정보통신부,과학기술,과학기술 연구개발,미래유망원천기술개발,일반회계,출연,68808.0,688.08,요구안,본예산(B),68808.0,68808.0,1,출연,"한국연구재단, 나노종합기술원"
134,범정부 인공지능 공통기반 구현(정보화),과학기술정보통신부,과학기술정보통신부,일반·지방행정,정부자원관리,국가사회정보화,일반회계,출연,14558.0,145.58,요구안,본예산(B),14558.0,14558.0,1,출연,"과학기술정보통신부, 한국지능정보사회진흥원"
135,복합지능 자율행동체 SW 핵심기술개발(R&D),과학기술정보통신부,과학기술정보통신부,통신,정보통신,정보통신산업융합,일반회계,출연,7333.0,73.33,요구안,본예산(B),7333.0,7333.0,1,출연,정보통신기획평가원
136,불법 마약류 대응을 위한 현장기술 개발(R&D),과학기술정보통신부,과학기술정보통신부,과학기술,과학기술 연구개발,사회문제해결,일반회계,출연,1872.0,18.72,요구안,본예산(B),1872.0,1872.0,1,출연,"(재)과학치안진흥센터 ※ 다부처 사업 - 경찰청(주), 과기정통부"
137,빅데이터 기반 생활전자파 예측 기술개발(R&D),과학기술정보통신부,과학기술정보통신부,통신,방송통신,전파활용방송서비스산업,일반회계,"직접, 출연",1600.0,16.0,요구안,본예산(B),1600.0,1600.0,1,"직접수행, 출연","과학기술정보통신부 국립전파연구원, 정보통신기획평가원"
138,사람중심인공지능핵심 원천기술개발(R&D),과학기술정보통신부,과학기술정보통신부,통신,정보통신,인공지능데이터진흥,일반회계,출연,42860.0,428.6,요구안,본예산(B),42860.0,42860.0,1,출연,한국연구재단 부설 정보통신기획평가원
139,생성AI선도인재양성,과학기술정보통신부,과학기술정보통신부,통신,정보통신,SW산업진흥,일반회계,미상,27000.0,270.0,요구안,본예산(B),27000.0,27000.0,1,출연,정보통신기획평가원
140,생체노화 리프로그래밍 원천기술 개발,과학기술정보통신부,과학기술정보통신부,과학기술,과학기술 연구개발,미래유망원천기술개발,일반회계,출연,7500.0,75.0,요구안,본예산(B),7500.0,7500.0,1,출연,과제별 상이
141,세계김치연구소 연구운영비 지원(R&D),과학기술정보통신부,과학기술정보통신부,과학기술,과학기술 연구지원,출연연구 기관지원,일반회계,출연,20785.0,207.85,요구안,본예산(B),19985.0,20785.0,1,"출연, 직접수행",세계김치연구소
142,소프트웨어인재키움,과학기술정보통신부,과학기술정보통신부,통신,정보통신,SW산업진흥,지역균형발전 특별회계,미상,3328.0,33.28,요구안,본예산(B),1228.0,3328.0,1,출연,정보통신산업진흥원
143,스마트 엣지 디바이스 기술개발(R&D),과학기술정보통신부,과학기술정보통신부,통신,정보통신,정보통신융합산업,일반회계,출연,760.0,7.6,요구안,본예산(B),760.0,760.0,1,출연,정보통신기획평가원
144,스마트물류 기술 실증화,과학기술정보통신부,과학기술정보통신부,산업·중소기업 및 에너지,산업혁신 지원,지역경제활성화,지역균형발전 특별회계,출연,2160.0,21.6,요구안,본예산(B),2160.0,2160.0,1,출연,정보통신사업진흥원
145,스마트빌리지 보급 및 확산,과학기술정보통신부,과학기술정보통신부,통신,정보통신,인터넷융합산업,지역균형발전 특별회계,보조,2746.0,27.46,요구안,본예산(B),2600.0,2746.0,1,보조,세종특별자치시
146,스마트빌리지 보급 및 확산,과학기술정보통신부,과학기술정보통신부,통신,정보통신,인터넷융합산업,지역균형발전 특별회계,보조,82546.0,825.46,요구안,본예산(B),81516.0,82546.0,1,보조,"15개 광역 시·도(제주, 세종 제외)"
147,스마트팜 다부처 패키지 혁신기술개발(R&D),과학기술정보통신부,과학기술정보통신부,과학기술,과학기술 연구개발,미래유망원천기술개발,일반회계,출연,8904.0,89.04,요구안,본예산(B),8904.0,8904.0,1,"출연 100%(대기업 50%, 중견기업 30%, 중소기업 25% 이상 매칭)","농림식품기술기획평가원, (재)스마트팜연구개발사업단"
148,신종보이스피싱조기탐지기술개발,과학기술정보통신부,과학기술정보통신부,통신,방송통신,통신정책지원,일반회계,출연,5000.0,50.0,요구안,본예산(B),5000.0,5000.0,1,출연,정보통신기획평가원
149,실세계능동행동형에이전틱 AI기술개발(R&D),과학기술정보통신부,과학기술정보통신부,통신,정보통신,인공지능데이터진흥,일반회계,출연,6000.0,60.0,요구안,본예산(B),6000.0,6000.0,1,출연,정보통신기획평가원
150,연합학습기반신약개발가속화 프로젝트(K-MELLODDY프로젝트),과학기술정보통신부,과학기술정보통신부,과학기술,과학기술 연구개발,미래유망기술개발,일반회계,출연,4550.0,45.5,요구안,본예산(B),4550.0,4550.0,1,전액 국고 출연 (과기정통부/보건복지부 공동주관),과기정통부(한국연구재단)/보건복지부(한국보건산업진흥원) * 1단계(24년-26년) 간사 부처(전문기관) : 보건복지부(한국보건산업진흥원) * 2단계(27년-28년) 간사 부처(전문기관) : 과기정통부(한국연구재단)
151,오픈랜실증단지조성,과학기술정보통신부,과학기술정보통신부,통신,정보통신,정보통신융합산업,일반회계,출연,3466.0,34.66,요구안,본예산(B),3466.0,3466.0,1,출연,한국지능정보사회진흥원(NIA)
152,온디바이스AI기반자율협업IoT 및디바이스핵심기술개발(R&D),과학기술정보통신부,과학기술정보통신부,통신,정보통신,인터넷융합산업,일반회계,출연,9750.0,97.5,요구안,본예산(B),9750.0,9750.0,2,"직접수행, 보조, 융자, 출연, 출자 등",사업 시행 기관명 적시
153,우편물류기술연구개발(R&D,과학기술정보통신부,과학기술정보통신부,통신,우정,우편서비스,우편사업 특별회계,출연,825.0,8.25,요구안,본예산(B),825.0,825.0,1,출연,정보통신기획평가원(IITP)
154,울산과학기술원 연구운영비 지원(R&D),과학기술정보통신부,과학기술정보통신부,교육,고등교육,과학기술인력양성,일반회계,출연,126289.0,1262.89,요구안,본예산(B),126289.0,126289.0,1,출연,울산과학기술원
155,융합서비스 글로벌시장 진출지원,과학기술정보통신부,과학기술정보통신부,통신,정보통신,정보통신융합산업,일반회계,출연,45150.0,451.5,요구안,본예산(B),42300.0,45150.0,3,출연,정보통신산업진흥원
156,의료 AI반도체 전문인력 양성센터 구축,과학기술정보통신부,과학기술정보통신부,통신,정보통신,정보통신융합산업,지역균형발전 특별회계,출연,4078.0,40.78,요구안,본예산(B),2922.0,4078.0,1,출연,정보통신기획평가원
157,의료AI혁신생태계조성(닥터앤서3.0),과학기술정보통신부,과학기술정보통신부,통신,정보통신,인공지능데이터진흥,일반회계,출연,10400.0,104.0,요구안,본예산(B),10400.0,10400.0,1,출연,정보통신산업진흥원
158,인간-AI 협업형 LAM 개발 ·글로벌 실증(R&D),과학기술정보통신부,과학기술정보통신부,과학기술,과학기술 연구개발,지역경제활성화,지역균형발전 특별회계,출연,66666.0,666.66,요구안,본예산(B),40000.0,66666.0,1,출연,정보통신산업진흥원
159,인간인지기반AI핵심원천기술 개발(R&D),과학기술정보통신부,과학기술정보통신부,통신,정보통신,인공지능데이터진흥,일반회계,출연,10000.0,100.0,요구안,본예산(B),10000.0,10000.0,1,출연,한국연구재단 부설 정보통신기획평가원(IITP)
160,인간지향적차세대도전형 AI기술개발(R&D),과학기술정보통신부,과학기술정보통신부,통신,정보통신,인공지능데이터진흥,일반회계,출연,7000.0,70.0,요구안,본예산(B),7000.0,7000.0,1,출연,한국연구재단 부설 정보통신기획평가원
161,인공지능 신뢰성 혁신 실증사업,과학기술정보통신부,과학기술정보통신부,통신,정보통신,지역경제활성화,지역균형발전 특별회계,출연,1000.0,10.0,요구안,본예산(B),1000.0,1000.0,1,출연,"광역자치단체(수도권 제외), 정보통신산업진흥원"
162,인공지능반도체SW 통합플랫폼기술개발(R&D),과학기술정보통신부,과학기술정보통신부,통신,정보통신,인공지능데이터진흥,일반회계,출연,8800.0,88.0,요구안,본예산(B),8800.0,8800.0,1,출연,정보통신기획평가원
163,인공지능융합혁신인재양성(R&D),과학기술정보통신부,과학기술정보통신부,통신,정보통신,SW산업진흥,일반회계,출연,21000.0,210.0,요구안,본예산(B),21000.0,21000.0,1,출연,정보통신기획평가원
164,인공지능첨단원천 유망기술개발(R&D),과학기술정보통신부,과학기술정보통신부,통신,정보통신,인공지능데이터진흥,일반회계,출연,6000.0,60.0,요구안,본예산( B),6000.0,6000.0,1,출연,정보통신기획평가원
165,자율주행기술개발혁신사업(R&D),과학기술정보통신부,과학기술정보통신부,통신,정보통신,인터넷융합산업,일반회계,출연,14575.0,145.75,요구안,본예산(B),14575.0,14575.0,1,출연,"정보통신기획평가원, (재)자율주행기술개발혁신사업단"
166,자율행동체온디바이스 응용지원핵심기술개발(R&D),과학기술정보통신부,과학기술정보통신부,통신,정보통신,정보통신융합산업,일반회계,출연,6000.0,60.0,요구안,본예산(B),6000.0,6000.0,1,출연,정보통신기획평가원
167,재난안전혁신기술개발(R&D),과학기술정보통신부,과학기술정보통신부,과학기술,과학기술 연구개발,사회문제해결,일반회계,출연,8725.0,87.25,요구안,본예산(B),8725.0,8725.0,1,출연,"한국연구재단, 한국산업기술기획평가원"
168,저궤도 군집 위성통신용 지능형 지상국 핵심기술 개발,과학기술정보통신부,과학기술정보통신부,통신,방송통신,전파활용방송서비스산업,일반회계,출연,3860.0,38.6,요구안,본예산(B),3860.0,3860.0,1,출연,정보통신기획평가원
169,전국민 AI활용 서비스 개발환경 조성,과학기술정보통신부,과학기술정보통신부,미상,미상,인터넷융합사업,정보통신 진흥기금,출연,12500.0,125.0,요구안,본예산(B),12500.0,12500.0,1,출연(100%),한국지능정보사회진흥원(NIA)
170,정보보호핵심원천기술개발,과학기술정보통신부,과학기술정보통신부,통신,정보통신,정보보호및활용,정보통신 진흥기금,출연,107415.0,1074.15,요구안,본예산(B),107415.0,107415.0,1,출연,정보통신기획평가원(IITP)
171,정보통신 기반보호 강화(정보화),과학기술정보통신부,과학기술정보통신부,일반·지방행정,정부자원관리,국가사회정보화,일반회계,출연,24606.0,246.06,요구안,본예산(B),21591.0,24606.0,2,출연,한국인터넷진흥원(KISA)
172,정보통신방송혁신인재양성,과학기술정보통신부,과학기술정보통신부,통신,정보통신,정보통신융합산업,방송통신 발전기금,출연,144742.0,1447.42,요구안,확정(B),144092.0,144742.0,1,출연,"(전문기관) 정보통신기획평가원, (주관연구개발기관) 대학(원) 등"
173,제조업 AI융합 기반 조성,과학기술정보통신부,과학기술정보통신부,통신,정보통신,인공지능데이터진흥,지역균형발전 특별회계,출연,9875.0,98.75,요구안,본예산(B),9875.0,9875.0,1,출연,정보통신산업진흥원
174,지능형 홈 산업 육성,과학기술정보통신부,과학기술정보통신부,통신,정보통신,인터넷융합산업,일반회계,출연,3360.0,33.6,요구안,본예산(B),3360.0,3360.0,1,출연,정보통신산업진흥원
175,지속가능한 데이터센터 산업 발전 지원,과학기술정보통신부,과학기술정보통신부,통신,정보통신,인공지능데이터진흥,정보통신 진흥기금,미상,5250.0,52.5,요구안,본예산(B),4750.0,5250.0,1,출연,정보통신산업진흥원
176,지역거점AX혁신기술개발(R&D),과학기술정보통신부,과학기술정보통신부,과학기술,과학기술 연구개발,지역경제활성화,지역균형발전 특별회계,출연,11020.0,110.2,정부안,확정(B),7920.0,11020.0,1,출연,정보통신산업진흥원
177,지역디지털인재양성,과학기술정보통신부,과학기술정보통신부,통신,정보통신,SW산업진흥,지역균형발전 특별회계,출연,69095.0,690.95,요구안,본예산(B),61595.0,69095.0,3,출연,"정보통신산업진흥원, 정보통신기획평가원"
178,지역특화 AI 공간컴퓨팅 육성사업,과학기술정보통신부,과학기술정보통신부,통신,정보통신,인공지능데이터진흥,정보통신 진흥기금,출연,1500.0,15.0,요구안,본예산(B),1500.0,1500.0,1,출연,정보통신산업진흥원
179,차세대 AI+S&T 기반 기술개발(R&D),과학기술정보통신부,과학기술정보통신부,과학기술,과학기술 연구개발,미래유망원천기술개발,일반회계,출연,2000.0,20.0,요구안,본예산(B),2000.0,2000.0,1,출연,한국연구재단
180,차세대 네트워크 AI파운데이션 모델(NFM) 개발(R&D),과학기술정보통신부,과학기술정보통신부,통신,정보통신,정보통신융합산업,일반회계,출연,4000.0,40.0,요구안,본예산(B),4000.0,4000.0,1,출연,정보통신기획평가원
181,차세대 네트워크 선도 연구시험망 구축운영(R&D),과학기술정보통신부,과학기술정보통신부,통신,정보통신,인터넷융합산업,일반회계,출연,11500.0,115.0,요구안,본예산(B),11500.0,11500.0,1,출연,"(전문기관) 정보통신기획평가원, (주관기관) 한국지능정보사회진흥원"
182,차세대특화망융합산업 활성화기반구축,과학기술정보통신부,과학기술정보통신부,통신,방송통신,전파활용방송서비스산업,일반회계,보조,1000.0,10.0,요구안,본예산(B),1000.0,1000.0,3,민간경상보조,"한국방송통신전파진흥원, 한국정보통신기술협회, 한국전파진흥협회"
183,차세대 네트워크(6G) 산업 기술개발,과학기술정보통신부,과학기술정보통신부,통신,정보통신,정보통신융합산업,일반회계,출연,106754.0,1067.54,요구안,본예산(B),106754.0,106754.0,1,출연,정보통신기획평가원
184,차세대생성AI기술개발(R&D),과학기술정보통신부,과학기술정보통신부,통신,정보통신,인공지능데이터진흥,일반회계,출연,4000.0,40.0,요구안,본예산(B),4000.0,4000.0,1,출연,한국연구재단 부설 정보통신기획평가원
185,차세대지능형 반도체기술개발(설계)(R&D),과학기술정보통신부,과학기술정보통신부,통신,정보통신,인공지능데이터진흥,일반회계,출연,18942.0,189.42,요구안,본예산(B),18942.0,18942.0,1,출연,정보통신기획평가원
186,첨단신약 타겟 발굴 검증 및 기반기술 개발(R&D),과학기술정보통신부,과학기술정보통신부,과학기술,과학기술 연구개발,미래유망원천기술개발,일반회계,출연,3675.0,36.75,요구안,본예산(B),3675.0,3675.0,1,출연,한국연구재단
187,초거대AI 클라우드팜 실증 및 AI 확산 환경 조성,과학기술정보통신부,과학기술정보통신부,통신,정보통신,인공지능데이터진흥,지역균형발전 특별회계,출연,3600.0,36.0,요구안,본예산(B),3600.0,3600.0,1,출연,한국지능정보사회진흥원
188,초거대산업AI연구지원(R&D),과학기술정보통신부,과학기술정보통신부,통신,정보통신,인공지능데이터진흥,일반회계,출연,4500.0,45.0,요구안,본예산(B),4500.0,4500.0,1,출연,한국연구재단 부설 정보통신기획평가원
189,초고층 복합시설 복합재난관리 디지털플랫폼 기술개발,과학기술정보통신부,과학기술정보통신부,통신,정보통신,인터넷융합산업,일반회계,출연,2000.0,20.0,요구안,본예산(B),2000.0,2000.0,1,출연,정보통신기획평가원
190,최고급 AI해외인재 유치지원,과학기술정보통신부,과학기술정보통신부,통신,정보통신,SW산업진흥,일반회계,출연,10000.0,100.0,요구안,본예산(B),10000.0,10000.0,1,출연,정보통신기획평가원
191,바이오·의료기술개발,과학기술정보통신부,과학기술정보통신부,과학기술,과학기술 연구개발,명칭,일반회계,출연,1650.0,16.5,요구안,본예산(B),1650.0,1650.0,1,출연(기업참여시 matching),"한국연구재단, 한국보건산업진흥원"
192,칩렛기반저전력온디바이스 AI반도체기술개발,과학기술정보통신부,과학기술정보통신부,통신,정보통신,인공지능데이터진흥,일반회계,출연,5330.0,53.3,요구안,본예산(B),5330.0,5330.0,1,출연,정보통신기획평가원
193,컴퓨터자원 집중형 인공지능 응용 기술개발(R&D),과학기술정보통신부,과학기술정보통신부,통신,정보통신,인공지능데이터진흥,일반회계,출연,4500.0,45.0,요구안,본예산(B),4500.0,4500.0,1,출연,정보통신기획평가원(IITP)
194,클라우드컴퓨팅산업육성(정보화),과학기술정보통신부,과학기술정보통신부,통신,정보통신,인공지능데이터진흥,방송통신 발전기금,출연,15000.0,150.0,요구안,본예산(B),15000.0,15000.0,2,출연,"정보통신산업진흥원, 한국인터넷진흥원, 한국지능정보사회진흥원"
195,피지컬AI선도기술개발(R&D),과학기술정보통신부,과학기술정보통신부,통신,정보통신,인공지능데이터진흥,일반회계,출연,15000.0,150.0,요구안,본예산(B),15000.0,15000.0,1,출연,정보통신기획평가원
196,한국건설기술연구원 연구운영비 지원(R&D),과학기술정보통신부,과학기술정보통신부,과학기술,과학기술 연구지원,출연연구 기관지원,일반회계,출연,86433.0,864.33,요구안,본예산(B),86433.0,86433.0,1,"직접수행, 출연",한국건설기술연구원
197,한국과학기술연구원 연구운영비 지원(R&D),과학기술정보통신부,과학기술정보통신부,과학기술,과학기술 연구지원,출연연구 기관지원,일반회계,출연,244008.0,2440.08,요구안,본예산(B),241008.0,244008.0,1,출연,한국과학기술연구원
198,한국과학기술원 연구운영비 지원(R&D),과학기술정보통신부,과학기술정보통신부,과학기술,과학기술 연구지원,출연연구 기관지원,일반회계,출연,297077.0,2970.77,요구안,본예산(B),287242.0,297077.0,1,출연,한국과학기술원
199,한국과학기술정보연구원 연구 운영비 지원(R&D),과학기술정보통신부,과학기술정보통신부,과학기술,과학기술 연구지원,출연연구 기관지원,일반회계,출연,112476.0,1124.76,요구안,본예산(B),112476.0,112476.0,1,출연,한국과학기술정보연구원
200,한국기계연구원 연구운영비 지원(R&D),과학기술정보통신부,과학기술정보통신부,과학기술,과학기술 연구지원,출연연구 기관지원,일반회계,출연,85485.0,854.85,요구안,본예산(B),85485.0,85485.0,1,출연,한국기계연구원
201,한국기초과학지원연구원 연구운영비 지원(R&D),과학기술정보통신부,과학기술정보통신부,과학기술,과학기술 연구지원,출연연구 기관지원,일반회계,출연,79917.0,799.17,요구안,본예산(B),79917.0,79917.0,1,출연,한국기초과학지원연구원
202,한국뇌연구원 연구운영비 지원,과학기술정보통신부,과학기술정보통신부,과학기술,과학기술 연구지원,출연연구 기관지원,일반회계,출연,40369.0,403.69,요구안,본예산(B),40369.0,40369.0,1,출연,한국뇌연구원
203,한국산업은행 출자 (AI컴퓨팅 인프라 확충),과학기술정보통신부,과학기술정보통신부,통신,정보통신,인공지능데이터진흥,일반회계,출자,11800.0,118.0,요구안,본예산(B),11800.0,11800.0,1,출자,한국산업은행 경유 출자 등을 통해 설립된 SPC
204,한국생명공학연구원 연구운영비 지원(R&D),과학기술정보통신부,과학기술정보통신부,과학기술,과학기술 연구지원,출연연구 기관지원,일반회계,출연,105590.0,1055.9,요구안,본예산(B),105590.0,105590.0,1,출연,한국생명공학연구원
205,한국생산기술연구원 연구운영비지원(R&D),과학기술정보통신부,과학기술정보통신부,과학기술,과학기술 연구지원,출연연구 기관지원,일반회계,출연,149825.0,1498.25,요구안,본예산(B),149825.0,149825.0,1,출연,한국생산기술연구원
206,한국식품연구원 연구운영비 지원(R&D),과학기술정보통신부,과학기술정보통신부,과학기술,과학기술 연구지원,출연연구 기관지원,일반회계,출연,49548.0,495.48,요구안,본예산(B),49548.0,49548.0,1,출연,한국식품연구원
207,한국에너지기술연구원 연구운영비 지원(R&D),과학기술정보통신부,과학기술정보통신부,과학기술,과학기술 연구지원,출연연구 기관지원,에너지및자원 사업특별회계,출자,93927.0,939.27,요구안,본예산(B),93927.0,93927.0,1,출연,한국에너지기술연구원
208,한국원자력연구원 연구 운영비 지원(R&D),과학기술정보통신부,과학기술정보통신부,과학기술,과학기술 연구지원,출연연구 기관지원,에너지및자원 사업특별회계,출연,171326.0,1713.26,요구안,본예산(B),165256.0,171326.0,1,출연,한국원자력연구원
209,한국재료연구원 연구운영비 지원(R&D),과학기술정보통신부,과학기술정보통신부,과학기술,과학기술 연구지원,출연연구 기관지원,소재·부품·장비 경쟁력강화 및 공급망 안정화 특별회계,출연,56196.0,561.96,요구안,본예산(B),56196.0,56196.0,1,출연,한국재료연구원
210,한국전자통신연구원 연구운영비 지원(R&D),과학기술정보통신부,과학기술정보통신부,과학기술,과학기술 연구지원,출연연구 기관지원,일반회계,출연,169219.0,1692.19,요구안,본예산(B),159323.0,169219.0,1,출연,한국전자통신연구원
211,한국지질자원연구원 연구운영비지원(R&D),과학기술정보통신부,과학기술정보통신부,과학기술,과학기술 연구지원,출연연구 기관지원,에너지및자원 사업특별회계,출연,103475.0,1034.75,요구안,본예산(B),103475.0,103475.0,1,출연,한국지질자원연구원
212,한국철도기술연구원 연구운영비 지원(R&D),과학기술정보통신부,과학기술정보통신부,과학기술,과학기술 연구지원,출연연구 기관지원,일반회계,출연,64378.0,643.78,요구안,본예산(B),64378.0,64378.0,1,출연,한국철도기술연구원
213,한국표준과학연구원 연구운영비 지원(R&D),과학기술정보통신부,과학기술정보통신부,과학기술,과학기술 연구지원,출연연구 기관지원,일반회계,출연,110909.0,1109.09,요구안,본예산(B),109909.0,110909.0,1,"출연, 직접수행",한국표준과학연구원
